customer_id,age,city,account_length_months,contract_type,monthly_minutes,monthly_data_gb,monthly_sms,monthly_charge,late_payments,international_calls,customer_service_calls,device_age_months,churned,is_fraud
CUST_002181,18,Kumasi,98,Prepaid,222,1.46,47,38.72,1,1,0,2,0,0
CUST_002182,38,Accra,5,Prepaid,123,1.58,52,34.51,0,3,0,19,0,0
CUST_002183,43,Kumasi,13,Prepaid,297,4.47,40,47.79,0,1,4,3,0,0
CUST_002184,32,Kumasi,3,Postpaid,468,1.27,51,51.04,0,1,0,12,0,0
CUST_002185,35,Accra,27,Prepaid,80,3.08,38,33.96,0,0,1,22,0,0
CUST_002186,28,Koforidua,10,Prepaid,81,2.14,41,32.43,0,1,2,59,0,0
CUST_002187,47,Cape Coast,19,Prepaid,321,6.92,52,55.09,0,0,0,9,0,0
CUST_002188,30,Accra,7,Prepaid,6209,3.22,53,342.19,0,2,2,12,0,0
CUST_002189,25,Kumasi,6,Postpaid,167,1.18,55,36.21,0,0,2,7,0,1
CUST_002190,32,Tamale,18,Prepaid,656,3.08,56,64.56,1,1,0,20,0,0
CUST_002191,29,Accra,9,Prepaid,97,5.33,43,39.81,0,0,0,20,0,0
CUST_002192,18,Accra,6,Postpaid,129,24.93,48,81.11,0,0,0,1,1,0
CUST_002193,23,Tema,1,Postpaid,550,8.8,48,69.9,0,0,2,2,0,0
CUST_002194,28,Koforidua,1,Prepaid,607,5.78,59,67.81,0,2,0,6,0,0
CUST_002195,21,Accra,31,Postpaid,342,1.48,42,44.26,0,0,1,45,0,0
CUST_002196,36,Kumasi,4,Postpaid,440,3.14,46,52.88,1,1,3,3,1,0
CUST_002197,27,Tema,6,Prepaid,67,16.81,46,61.57,0,3,2,7,0,0
CUST_002198,36,Tema,64,Prepaid,192,0.57,39,34.64,0,2,3,5,0,0
CUST_002199,23,Tema,9,Prepaid,358,0.88,56,45.26,0,1,2,39,0,0
CUST_002200,29,Accra,15,Prepaid,404,11.46,44,67.52,0,1,1,21,0,0
CUST_002201,24,Accra,73,Prepaid,331,10.15,36,60.45,0,0,2,28,0,0
CUST_002202,40,Accra,14,Prepaid,171,1.34,41,35.33,1,2,0,24,0,0
CUST_002203,31,Accra,37,Prepaid,85,1.42,51,32.19,0,0,0,25,0,0
CUST_002204,35,Tema,48,Prepaid,65,17.25,53,63.05,1,1,0,1,0,0
CUST_002205,34,Accra,17,Postpaid,167,8.16,45,49.17,0,8,1,1,0,0
CUST_002206,39,Accra,22,Prepaid,295,22.56,41,83.97,0,4,0,2,0,0
CUST_002207,18,Sekondi-Takoradi,4,Postpaid,121,0.72,61,33.59,0,6,0,40,0,0
CUST_002208,46,Tamale,42,Prepaid,822,1.56,54,69.62,0,1,0,3,0,0
CUST_002209,26,Tamale,2,Prepaid,692,1.37,46,61.94,0,0,0,21,0,0
CUST_002210,24,Accra,24,Prepaid,443,7.29,45,61.23,0,2,2,5,0,0
CUST_002211,43,Ho,26,Prepaid,165,0.38,53,34.31,0,1,2,27,1,0
CUST_002212,43,Ho,28,Prepaid,476,11.98,42,71.96,0,0,1,60,0,0
CUST_002213,18,Tema,4,Postpaid,213,3.62,52,43.09,0,1,0,1,0,0
CUST_002214,26,Kumasi,18,Postpaid,287,12.4,61,65.25,1,0,1,48,0,0
CUST_002215,44,Cape Coast,53,Prepaid,456,5.07,45,57.44,0,6,0,1,0,0
CUST_002216,40,Accra,6,Postpaid,1566,11.0,57,126.0,2,0,1,14,1,0
CUST_002217,23,Kumasi,7,Postpaid,1174,2.49,51,88.78,0,2,1,12,0,0
CUST_002218,38,Accra,18,Prepaid,622,11.52,50,79.14,0,1,0,60,0,0
CUST_002219,23,Accra,2,Prepaid,78,3.98,52,37.06,0,0,2,24,0,0
CUST_002220,50,Kumasi,51,Postpaid,746,6.67,52,75.84,0,0,2,60,0,0
CUST_002221,33,Accra,120,Prepaid,547,0.44,51,53.33,0,5,1,22,0,0
CUST_002222,27,Kumasi,2,Prepaid,259,1.79,43,40.83,0,0,2,28,0,0
CUST_002223,18,Accra,22,Prepaid,298,10.78,52,61.66,1,0,2,2,1,0
CUST_002224,48,Accra,10,Prepaid,379,7.32,54,58.99,1,5,4,6,0,0
CUST_002225,37,Accra,41,Postpaid,549,4.53,60,62.51,1,3,2,35,0,0
CUST_002226,30,Sekondi-Takoradi,30,Prepaid,217,3.23,56,42.91,0,0,2,4,0,0
CUST_002227,27,Accra,1,Prepaid,239,0.23,43,36.71,0,1,2,29,1,0
CUST_002228,28,Kumasi,59,Prepaid,1007,1.22,59,78.69,0,7,0,35,0,0
CUST_002229,51,Obuasi,51,Prepaid,990,3.89,48,82.08,2,6,0,17,0,0
CUST_002230,64,Kumasi,19,Postpaid,1363,7.03,41,106.31,0,4,2,37,0,0
CUST_002231,40,Kumasi,12,Prepaid,1703,5.05,55,120.75,0,0,0,29,0,0
CUST_002232,41,Kumasi,16,Prepaid,182,7.24,59,49.48,1,3,1,57,0,0
CUST_002233,26,Tamale,6,Prepaid,1231,5.23,33,95.31,0,0,0,8,0,0
CUST_002234,30,Tamale,10,Postpaid,884,10.51,54,90.62,1,6,1,9,0,0
CUST_002235,36,Accra,6,Prepaid,138,3.01,48,37.72,0,3,1,60,0,0
CUST_002236,40,Accra,3,Prepaid,320,15.2,55,71.9,0,1,3,34,0,0
CUST_002237,23,Accra,16,Postpaid,4693,3.08,58,266.61,0,0,0,2,0,0
CUST_002238,29,Sekondi-Takoradi,10,Prepaid,1061,13.78,52,105.81,1,1,4,8,0,0
CUST_002239,38,Cape Coast,26,Prepaid,947,0.55,53,73.75,1,1,1,9,0,0
CUST_002240,37,Tamale,9,Postpaid,846,7.64,50,82.58,1,0,3,23,1,0
CUST_002241,38,Ho,28,Prepaid,219,1.87,55,40.19,0,0,0,26,0,0
CUST_002242,42,Accra,62,Prepaid,128,4.58,59,41.46,0,1,3,6,0,0
CUST_002243,46,Kumasi,1,Postpaid,255,13.13,49,63.91,0,2,1,6,0,0
CUST_002244,59,Sunyani,24,Prepaid,171,4.38,48,42.11,0,2,0,31,0,0
CUST_002245,37,Ho,10,Prepaid,187,0.37,43,34.39,0,1,2,11,0,0
CUST_002246,21,Accra,57,Postpaid,304,7.89,50,55.98,0,4,0,1,1,0
CUST_002247,43,Tamale,7,Prepaid,107,0.46,50,31.27,0,1,1,3,0,0
CUST_002248,51,Kumasi,9,Prepaid,292,4.2,37,46.7,1,4,2,51,0,0
CUST_002249,30,Sekondi-Takoradi,4,Postpaid,916,5.1,33,79.3,2,8,1,12,0,0
CUST_002250,44,Kumasi,32,Prepaid,1312,5.61,50,101.82,1,9,3,14,0,0
CUST_002251,35,Ho,15,Prepaid,1897,1.8,51,123.55,0,2,0,7,0,0
CUST_002252,29,Tamale,8,Postpaid,1940,0.69,53,123.68,1,0,0,3,0,0
CUST_002253,31,Accra,10,Postpaid,181,8.76,44,50.97,0,2,0,26,0,0
CUST_002254,22,Kumasi,86,Prepaid,153,6.51,52,45.87,1,0,1,9,0,0
CUST_002255,47,Kumasi,48,Postpaid,2575,7.83,54,169.81,1,1,0,26,1,0
CUST_002256,49,Obuasi,53,Prepaid,310,1.68,54,44.26,0,1,2,18,0,1
CUST_002257,35,Koforidua,6,Postpaid,60,3.61,54,35.62,1,9,0,28,0,0
CUST_002258,18,Accra,56,Prepaid,642,0.49,49,57.98,1,1,2,32,0,1
CUST_002259,21,Tema,19,Prepaid,261,1.39,43,40.13,1,1,0,4,0,0
CUST_002260,35,Tema,7,Prepaid,55,13.63,50,55.01,0,0,0,7,1,0
CUST_002261,22,Sunyani,83,Postpaid,198,8.11,53,51.42,1,0,0,19,0,0
CUST_002262,59,Obuasi,1,Prepaid,808,16.22,51,97.94,1,0,0,15,1,0
CUST_002263,39,Tamale,60,Prepaid,1115,8.38,44,96.91,1,7,0,26,0,0
CUST_002264,50,Kumasi,16,Prepaid,1098,4.53,58,89.76,0,0,1,4,0,0
CUST_002265,18,Accra,70,Prepaid,282,0.1,60,40.3,0,1,2,11,0,0
CUST_002266,21,Kumasi,120,Prepaid,141,4.1,60,41.25,1,4,1,21,0,0
CUST_002267,20,Obuasi,4,Postpaid,477,3.13,47,54.81,0,0,1,9,1,0
CUST_002268,32,Accra,7,Postpaid,401,2.62,46,49.89,1,1,2,11,0,0
CUST_002269,19,Accra,11,Prepaid,190,4.34,55,43.68,1,4,1,12,0,0
CUST_002270,34,Accra,13,Postpaid,429,0.1,55,47.15,0,6,3,4,0,0
CUST_002271,32,Kumasi,14,Prepaid,389,3.7,52,52.05,0,1,1,27,0,0
CUST_002272,42,Tamale,9,Postpaid,298,3.79,58,48.28,0,0,1,16,0,0
CUST_002273,34,Kumasi,42,Postpaid,1870,0.7,46,119.5,0,2,1,31,1,0
CUST_002274,31,Accra,25,Prepaid,1058,4.78,47,87.16,0,1,2,11,0,0
CUST_002275,43,Kumasi,6,Prepaid,209,0.59,66,38.23,0,0,1,4,0,0
CUST_002276,28,Tamale,12,Prepaid,272,12.78,43,63.46,0,1,1,9,0,0
CUST_002277,33,Cape Coast,37,Prepaid,151,0.77,48,33.89,2,4,2,14,0,0
CUST_002278,30,Tamale,9,Prepaid,642,4.43,44,65.36,0,1,0,3,0,0
CUST_002279,52,Obuasi,23,Prepaid,376,0.55,46,44.5,0,5,2,27,0,0
CUST_002280,46,Accra,14,Postpaid,1645,3.15,48,113.35,0,0,0,1,0,0
CUST_002281,23,Tema,3,Postpaid,319,8.06,56,57.67,0,1,0,8,0,0
CUST_002282,18,Kumasi,42,Prepaid,320,10.67,49,62.24,1,2,1,1,0,0
CUST_002283,21,Obuasi,17,Prepaid,269,3.08,53,44.91,0,3,2,15,1,0
CUST_002284,47,Sunyani,6,Postpaid,37,3.64,64,35.53,0,2,1,5,0,0
CUST_002285,30,Accra,72,Postpaid,80,3.15,38,34.1,0,0,1,12,0,0
CUST_002286,38,Tamale,6,Postpaid,47,5.4,34,36.55,1,4,2,16,0,0
CUST_002287,36,Tema,21,Prepaid,1232,2.94,41,91.58,2,2,0,4,0,0
CUST_002288,29,Tamale,9,Postpaid,314,1.73,49,44.06,0,4,0,17,0,0
CUST_002289,30,Sekondi-Takoradi,12,Prepaid,1979,0.79,42,124.73,1,0,3,36,0,0
CUST_002290,40,Obuasi,2,Postpaid,234,6.51,57,50.42,0,0,1,12,0,0
CUST_002291,39,Tamale,21,Prepaid,1679,7.56,44,123.47,0,0,0,17,0,0
CUST_002292,37,Sunyani,101,Prepaid,879,0.16,54,69.67,1,1,0,23,0,0
CUST_002293,40,Ho,76,Prepaid,210,0.8,49,37.0,0,2,2,10,0,0
CUST_002294,62,Sekondi-Takoradi,10,Postpaid,277,9.57,51,58.09,1,0,1,16,0,0
CUST_002295,45,Accra,4,Postpaid,704,14.42,48,88.84,0,1,0,1,0,0
CUST_002296,37,Ho,10,Postpaid,6041,0.46,44,327.37,1,3,3,17,0,0
CUST_002297,29,Sunyani,73,Postpaid,849,19.94,44,106.73,1,2,0,44,0,0
CUST_002298,49,Tamale,36,Prepaid,194,6.47,32,45.84,1,0,2,38,1,0
CUST_002299,43,Tema,10,Prepaid,239,6.27,51,49.59,1,3,0,10,0,0
CUST_002300,46,Kumasi,17,Prepaid,473,1.27,41,50.29,0,0,0,13,0,0
CUST_002301,42,Accra,27,Postpaid,665,3.21,44,64.07,0,0,6,37,0,0
CUST_002302,36,Accra,6,Prepaid,718,1.73,48,64.16,0,0,1,15,0,0
CUST_002303,53,Accra,7,Postpaid,233,2.86,63,43.67,1,0,1,1,0,0
CUST_002304,32,Accra,30,Postpaid,2262,8.77,46,155.24,0,0,0,10,0,0
CUST_002305,42,Sekondi-Takoradi,12,Prepaid,530,9.06,60,70.62,1,0,1,11,0,0
CUST_002306,23,Kumasi,13,Prepaid,625,16.67,60,90.59,0,0,0,50,1,0
CUST_002307,38,Accra,24,Postpaid,139,2.76,54,37.87,1,3,0,4,0,0
CUST_002308,34,Sekondi-Takoradi,63,Prepaid,435,0.89,43,47.83,0,2,1,15,0,0
CUST_002309,18,Accra,22,Prepaid,199,14.34,41,62.73,0,1,3,21,1,0
CUST_002310,37,Cape Coast,20,Prepaid,55,1.08,44,29.31,2,0,3,21,0,0
CUST_002311,52,Kumasi,38,Prepaid,185,7.0,54,48.65,1,6,2,5,0,0
CUST_002312,37,Kumasi,2,Postpaid,1015,1.86,37,78.17,1,0,0,7,0,0
CUST_002313,47,Obuasi,9,Prepaid,238,0.41,63,39.02,0,0,1,31,0,0
CUST_002314,44,Kumasi,58,Prepaid,1203,3.36,41,90.97,0,0,1,3,0,0
CUST_002315,36,Tamale,20,Postpaid,2470,4.84,53,158.48,0,0,0,4,0,0
CUST_002316,18,Kumasi,15,Prepaid,2816,7.54,44,180.28,1,0,0,5,0,0
CUST_002317,30,Tamale,100,Prepaid,1526,5.68,55,113.16,2,2,1,1,0,0
CUST_002318,43,Tema,18,Prepaid,500,1.51,49,52.92,0,1,0,26,0,0
CUST_002319,34,Cape Coast,69,Prepaid,400,1.48,42,47.16,0,0,1,12,0,0
CUST_002320,45,Tema,6,Prepaid,647,4.22,47,65.49,0,6,2,13,0,0
CUST_002321,31,Tema,1,Prepaid,1565,5.75,47,114.45,0,2,1,4,1,0
CUST_002322,43,Accra,120,Prepaid,421,5.45,48,56.75,0,0,2,14,0,0
CUST_002323,49,Accra,11,Postpaid,1621,3.16,59,113.27,0,1,1,44,0,0
CUST_002324,33,Accra,14,Prepaid,809,8.11,50,81.67,0,1,2,23,1,0
CUST_002325,43,Tamale,4,Prepaid,3208,3.97,49,193.24,0,1,2,44,0,0
CUST_002326,35,Obuasi,14,Postpaid,620,4.38,42,63.96,1,2,1,2,0,0
CUST_002327,28,Kumasi,41,Prepaid,2738,6.31,62,175.72,0,2,0,9,0,0
CUST_002328,18,Kumasi,61,Prepaid,277,1.91,51,42.77,0,4,1,6,0,0
CUST_002329,44,Tamale,6,Prepaid,1108,7.67,58,96.54,2,4,1,38,0,0
CUST_002330,59,Tamale,16,Postpaid,829,1.48,59,70.31,1,2,1,1,0,0
CUST_002331,22,Tamale,27,Prepaid,615,2.05,49,59.75,0,1,2,21,0,0
CUST_002332,23,Accra,3,Prepaid,205,2.17,34,37.99,0,0,2,19,0,0
CUST_002333,31,Accra,18,Prepaid,258,0.61,72,41.32,3,3,0,2,1,0
CUST_002334,38,Tema,1,Prepaid,599,0.11,60,56.17,0,2,0,24,0,0
CUST_002335,31,Cape Coast,26,Prepaid,5616,3.52,53,313.14,1,1,1,21,0,0
CUST_002336,18,Sunyani,9,Postpaid,328,0.95,46,42.9,0,2,1,3,0,0
CUST_002337,41,Tamale,32,Postpaid,438,3.38,44,53.06,1,1,0,33,0,0
CUST_002338,23,Sunyani,2,Prepaid,150,15.33,58,63.96,0,4,2,6,0,0
CUST_002339,22,Ho,1,Postpaid,546,9.52,47,71.04,0,0,3,1,0,0
CUST_002340,32,Accra,6,Postpaid,625,6.55,55,69.85,1,4,1,2,0,0
CUST_002341,34,Accra,13,Prepaid,913,3.87,44,77.79,0,1,3,39,0,0
CUST_002342,54,Kumasi,8,Postpaid,1338,24.41,45,140.22,0,0,2,1,0,0
CUST_002343,36,Koforidua,28,Prepaid,699,12.91,53,86.07,0,2,2,23,0,0
CUST_002344,22,Tamale,26,Prepaid,452,0.74,50,49.08,0,0,3,10,0,0
CUST_002345,28,Kumasi,14,Prepaid,448,3.78,45,54.46,0,0,0,38,0,0
CUST_002346,42,Tamale,44,Postpaid,491,0.36,58,51.07,0,2,1,4,0,0
CUST_002347,35,Tema,37,Prepaid,188,3.76,42,41.12,2,3,0,8,0,0
CUST_002348,29,Accra,8,Prepaid,166,0.25,49,33.7,0,0,2,29,0,0
CUST_002349,42,Tamale,6,Postpaid,203,0.49,52,36.33,1,1,2,5,0,0
CUST_002350,52,Obuasi,10,Prepaid,80,6.32,58,42.44,0,1,1,16,0,0
CUST_002351,42,Accra,16,Postpaid,167,11.77,52,57.09,0,0,2,16,0,0
CUST_002352,45,Accra,13,Prepaid,244,5.31,46,47.42,0,0,0,60,1,0
CUST_002353,18,Tamale,11,Prepaid,62,0.23,51,28.66,1,0,1,6,0,0
CUST_002354,27,Accra,6,Prepaid,164,5.18,50,43.56,0,0,1,6,0,0
CUST_002355,54,Cape Coast,11,Prepaid,854,1.41,54,70.92,0,2,2,14,0,0
CUST_002356,55,Tema,3,Postpaid,687,6.53,49,72.31,0,1,0,36,0,0
CUST_002357,40,Koforidua,11,Prepaid,77,0.94,37,29.43,0,2,1,24,0,0
CUST_002358,27,Obuasi,23,Prepaid,363,1.74,64,48.03,1,2,0,12,0,0
CUST_002359,26,Ho,15,Prepaid,51,1.96,55,31.97,1,0,0,7,0,0
CUST_002360,39,Tamale,1,Prepaid,158,2.61,46,37.72,0,1,3,58,1,0
CUST_002361,44,Tema,50,Postpaid,179,5.47,53,45.19,0,2,0,26,0,0
CUST_002362,30,Kumasi,29,Prepaid,151,8.49,59,50.43,0,3,1,8,0,0
CUST_002363,25,Kumasi,21,Postpaid,111,12.1,56,55.35,2,1,1,9,0,0
CUST_002364,48,Sekondi-Takoradi,22,Prepaid,233,18.25,58,73.95,0,2,1,14,0,0
CUST_002365,23,Accra,30,Prepaid,200,6.15,52,47.5,0,0,2,2,0,0
CUST_002366,38,Tamale,8,Prepaid,1068,1.86,49,82.02,0,0,0,1,1,0
CUST_002367,28,Obuasi,1,Postpaid,579,4.42,45,62.29,1,1,2,10,0,0
CUST_002368,36,Accra,27,Prepaid,132,0.44,63,33.78,1,0,0,12,0,0
CUST_002369,36,Kumasi,13,Prepaid,252,20.79,56,79.78,0,3,0,10,0,0
CUST_002370,39,Kumasi,36,Postpaid,463,3.17,35,52.99,0,7,1,16,0,0
CUST_002371,36,Accra,6,Prepaid,1205,1.17,56,88.19,1,1,1,34,0,0
CUST_002372,40,Obuasi,16,Postpaid,164,6.98,43,46.46,4,4,2,14,0,0
CUST_002373,39,Obuasi,3,Postpaid,405,2.66,46,50.17,0,0,0,6,0,0
CUST_002374,35,Kumasi,24,Prepaid,413,1.51,51,48.77,0,6,2,7,0,0
CUST_002375,38,Accra,5,Postpaid,341,6.84,53,56.03,0,1,1,5,0,0
CUST_002376,56,Accra,19,Postpaid,482,8.35,58,66.6,0,2,4,8,0,0
CUST_002377,45,Sekondi-Takoradi,13,Postpaid,83,14.13,68,59.21,0,2,1,24,0,0
CUST_002378,43,Kumasi,6,Prepaid,119,1.54,45,33.53,0,0,0,8,0,0
CUST_002379,24,Tamale,27,Prepaid,1174,2.83,43,88.66,0,0,0,20,0,0
CUST_002380,42,Sekondi-Takoradi,74,Postpaid,337,4.36,37,49.27,0,1,0,1,1,0
CUST_002381,33,Kumasi,65,Prepaid,531,2.46,43,55.77,0,0,0,18,0,0
CUST_002382,36,Tamale,52,Prepaid,282,7.94,50,54.98,0,1,1,23,0,0
CUST_002383,43,Sekondi-Takoradi,35,Prepaid,1104,0.83,62,83.06,1,0,0,12,1,0
CUST_002384,38,Accra,10,Prepaid,926,23.46,43,117.52,1,2,0,5,1,0
CUST_002385,31,Accra,21,Prepaid,170,10.09,52,53.88,0,1,2,9,1,0
CUST_002386,34,Accra,10,Postpaid,1171,2.13,52,88.01,1,0,0,19,0,0
CUST_002387,30,Accra,15,Postpaid,349,8.62,45,59.19,1,2,0,2,0,0
CUST_002388,29,Tamale,14,Postpaid,166,9.78,43,52.16,0,0,1,12,0,0
CUST_002389,30,Sunyani,5,Prepaid,109,4.31,53,39.37,0,0,0,1,0,0
CUST_002390,46,Accra,49,Prepaid,298,12.05,53,64.3,0,4,0,12,0,0
CUST_002391,43,Sekondi-Takoradi,14,Prepaid,278,5.44,44,49.18,0,6,0,40,0,0
CUST_002392,33,Tema,11,Prepaid,491,5.73,44,60.41,0,3,0,32,0,0
CUST_002393,24,Ho,6,Prepaid,3071,7.22,41,192.09,0,0,1,4,1,0
CUST_002394,40,Tamale,2,Postpaid,183,2.17,55,38.99,0,0,0,1,0,0
CUST_002395,45,Sekondi-Takoradi,14,Postpaid,1458,2.41,53,103.02,0,1,2,1,0,0
CUST_002396,18,Accra,37,Postpaid,1398,4.92,52,104.94,0,0,0,5,0,0
CUST_002397,53,Tamale,3,Postpaid,377,0.71,49,45.17,0,0,3,4,0,0
CUST_002398,29,Obuasi,15,Postpaid,769,6.96,38,76.17,0,1,1,7,0,0
CUST_002399,32,Accra,25,Postpaid,243,2.21,37,40.27,2,1,0,1,0,0
CUST_002400,36,Accra,101,Prepaid,382,0.88,51,45.96,0,5,2,12,0,0
CUST_002401,28,Tema,6,Prepaid,234,1.47,49,39.54,0,4,3,10,0,0
CUST_002402,40,Sunyani,4,Prepaid,1705,3.62,45,116.99,0,3,0,15,0,0
CUST_002403,18,Accra,16,Postpaid,64,6.42,54,41.44,0,5,0,31,0,0
CUST_002404,52,Kumasi,37,Postpaid,36,0.65,49,28.0,0,3,0,29,0,0
CUST_002405,40,Kumasi,51,Prepaid,376,3.11,61,51.12,2,6,0,28,0,0
CUST_002406,30,Kumasi,14,Postpaid,368,6.44,46,55.88,0,2,0,8,0,0
CUST_002407,53,Tema,25,Prepaid,773,6.56,56,77.37,0,0,2,4,0,0
CUST_002408,30,Koforidua,12,Prepaid,492,6.02,67,63.34,0,1,2,42,0,0
CUST_002409,43,Kumasi,1,Prepaid,189,8.51,68,53.27,0,4,3,4,0,0
CUST_002410,31,Accra,8,Prepaid,1053,3.55,49,84.65,0,0,3,1,0,0
CUST_002411,57,Obuasi,45,Prepaid,346,0.94,49,44.08,0,0,1,3,1,0
CUST_002412,41,Tamale,12,Postpaid,238,0.98,56,39.46,2,0,1,13,0,0
CUST_002413,50,Cape Coast,23,Prepaid,284,15.98,44,70.56,0,1,0,17,0,0
CUST_002414,32,Koforidua,1,Postpaid,1086,3.09,41,84.58,0,0,0,60,1,0
CUST_002415,25,Accra,2,Prepaid,437,11.35,59,70.45,0,3,2,23,1,0
CUST_002416,23,Accra,19,Postpaid,1955,4.77,56,132.89,0,1,0,33,0,0
CUST_002417,24,Tamale,27,Prepaid,471,5.67,52,60.09,0,4,0,9,0,0
CUST_002418,43,Accra,18,Prepaid,287,4.43,65,49.71,0,1,1,6,0,0
CUST_002419,43,Kumasi,22,Prepaid,137,5.83,46,43.11,0,1,4,6,0,0
CUST_002420,32,Kumasi,7,Postpaid,1070,0.1,52,78.9,2,1,0,60,0,0
CUST_002421,18,Cape Coast,18,Prepaid,233,0.27,63,38.49,0,0,2,21,0,0
CUST_002422,32,Tema,68,Postpaid,3009,5.69,60,187.83,0,0,0,59,0,0
CUST_002423,34,Tamale,16,Postpaid,406,4.57,45,53.94,0,1,0,9,0,0
CUST_002424,45,Accra,11,Prepaid,300,9.79,50,59.58,1,0,0,24,0,0
CUST_002425,20,Tamale,23,Postpaid,811,10.91,58,88.17,1,10,1,7,1,0
CUST_002426,36,Sekondi-Takoradi,6,Prepaid,440,4.33,50,55.66,0,2,1,2,0,0
CUST_002427,38,Kumasi,21,Postpaid,154,0.8,48,34.1,0,0,2,33,0,0
CUST_002428,27,Cape Coast,69,Postpaid,492,2.83,47,54.96,0,0,1,1,0,0
CUST_002429,32,Tamale,41,Postpaid,87,12.35,55,54.55,0,2,4,30,1,0
CUST_002430,23,Tamale,78,Prepaid,5229,11.6,57,310.35,0,2,0,39,0,0
CUST_002431,42,Kumasi,13,Postpaid,368,2.15,49,47.6,1,1,1,10,0,0
CUST_002432,35,Accra,16,Prepaid,422,8.94,55,64.48,0,2,0,60,0,0
CUST_002433,29,Obuasi,5,Prepaid,107,0.73,47,31.51,0,0,0,13,0,0
CUST_002434,24,Cape Coast,8,Prepaid,407,18.12,42,80.79,0,1,1,15,1,0
CUST_002435,18,Accra,46,Prepaid,237,3.05,52,43.15,0,1,1,1,0,0
CUST_002436,40,Accra,4,Postpaid,466,2.7,51,53.8,0,0,1,24,0,0
CUST_002437,50,Accra,1,Prepaid,592,1.44,47,57.18,0,0,1,5,0,0
CUST_002438,34,Koforidua,6,Prepaid,231,2.73,46,41.61,1,0,0,9,0,0
CUST_002439,37,Accra,47,Prepaid,511,0.42,41,50.49,0,0,1,20,0,0
CUST_002440,35,Sekondi-Takoradi,24,Prepaid,1345,0.69,63,94.93,2,1,0,34,0,0
CUST_002441,50,Tamale,3,Postpaid,42,1.23,45,29.06,0,0,2,39,0,0
CUST_002442,31,Obuasi,2,Postpaid,1340,25.71,42,142.62,0,0,2,2,0,0
CUST_002443,28,Kumasi,4,Postpaid,144,11.85,45,55.4,2,1,0,5,0,0
CUST_002444,36,Accra,6,Prepaid,159,0.8,44,33.95,0,0,0,27,0,0
CUST_002445,35,Accra,17,Prepaid,1525,3.66,46,108.17,1,1,1,4,0,0
CUST_002446,34,Kumasi,3,Prepaid,90,3.51,48,36.32,1,1,3,17,0,0
CUST_002447,27,Tamale,61,Prepaid,362,0.46,52,44.22,0,3,1,21,0,0
CUST_002448,31,Kumasi,1,Prepaid,132,0.81,50,33.22,0,0,1,25,0,0
CUST_002449,29,Tema,1,Postpaid,158,3.49,49,39.78,0,0,1,11,0,0
CUST_002450,18,Tema,34,Prepaid,286,0.32,47,39.64,0,0,0,60,0,0
CUST_002451,18,Accra,19,Postpaid,50,4.53,52,36.76,1,0,0,15,0,0
CUST_002452,35,Sunyani,8,Prepaid,59,1.16,59,31.17,0,2,1,6,0,0
CUST_002453,49,Kumasi,5,Postpaid,384,0.96,60,47.12,1,0,2,21,0,0
CUST_002454,34,Accra,36,Prepaid,87,5.4,49,40.05,1,0,5,15,0,0
CUST_002455,33,Tamale,11,Postpaid,106,2.3,58,35.7,1,0,0,33,0,0
CUST_002456,39,Cape Coast,17,Prepaid,155,0.14,48,32.83,0,0,1,7,0,0
CUST_002457,40,Cape Coast,33,Prepaid,231,1.32,46,38.79,0,0,2,16,0,1
CUST_002458,18,Koforidua,2,Prepaid,950,1.83,39,75.06,0,1,1,3,0,0
CUST_002459,49,Tamale,7,Postpaid,269,0.1,59,39.55,0,0,1,9,0,0
CUST_002460,38,Kumasi,84,Postpaid,485,2.78,42,54.01,2,3,3,21,0,0
CUST_002461,36,Tamale,5,Postpaid,316,3.8,39,47.3,1,1,2,8,0,0
CUST_002462,25,Accra,34,Prepaid,889,8.82,48,86.89,2,2,1,60,1,0
CUST_002463,43,Kumasi,46,Postpaid,134,0.6,65,34.4,0,0,0,7,1,1
CUST_002464,69,Sekondi-Takoradi,20,Prepaid,627,2.34,42,60.23,0,4,0,17,0,0
CUST_002465,28,Kumasi,14,Prepaid,446,2.86,51,53.12,0,1,3,13,0,0
CUST_002466,30,Kumasi,8,Prepaid,136,15.06,45,61.42,1,0,1,12,0,0
CUST_002467,31,Kumasi,14,Postpaid,1233,4.48,40,94.61,1,2,0,60,0,0
CUST_002468,50,Tema,11,Prepaid,1479,1.24,44,100.83,0,1,0,12,1,0
CUST_002469,54,Koforidua,13,Prepaid,914,13.02,50,96.74,0,0,0,22,0,0
CUST_002470,24,Obuasi,38,Prepaid,467,1.48,51,51.41,0,0,0,5,1,0
CUST_002471,58,Ho,4,Postpaid,722,1.61,50,64.32,0,0,1,2,0,0
CUST_002472,23,Tamale,13,Postpaid,60,0.42,56,29.44,1,1,0,5,0,0
CUST_002473,30,Accra,3,Prepaid,136,0.1,45,31.5,0,2,1,19,0,0
CUST_002474,28,Ho,21,Postpaid,350,3.07,56,49.24,0,0,4,6,0,0
CUST_002475,19,Tamale,69,Postpaid,275,2.44,54,44.03,2,2,1,7,0,0
CUST_002476,39,Kumasi,8,Prepaid,106,2.3,63,36.2,1,4,2,3,0,0
CUST_002477,50,Sunyani,63,Prepaid,423,6.54,56,59.83,0,4,2,2,0,0
CUST_002478,21,Kumasi,4,Postpaid,1135,9.47,49,100.59,0,0,1,18,1,0
